Date,transactions
2016-06-21,"[{'amount': 2, 'dt': Timestamp('2016-06-21 20:00:00+0000', tz='UTC'), 'price': 23.99199, 'order_id': '6ffdf0ce17f642eba2c1afa82e8e5e8a', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -831, 'dt': Timestamp('2016-06-21 20:00:00+0000', tz='UTC'), 'price': 23.96801, 'order_id': '440ff318ef3c458793c8857014d30244', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-06-22,"[{'amount': -2, 'dt': Timestamp('2016-06-22 20:00:00+0000', tz='UTC'), 'price': 23.878055, 'order_id': '57e3c37cc9f24560a082633dec393a6d', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-06-23,"[{'amount': 830, 'dt': Timestamp('2016-06-23 20:00:00+0000', tz='UTC'), 'price': 24.03201, 'order_id': '0b29105ce3204a1a95c35dc6b89f19c5', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-06-24,"[{'amount': -830, 'dt': Timestamp('2016-06-24 20:00:00+0000', tz='UTC'), 'price': 23.338325, 'order_id': '7328a6975ec141e09bd18beed4fdd108', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-06-27,"[{'amount': 844, 'dt': Timestamp('2016-06-27 20:00:00+0000', tz='UTC'), 'price': 23.021505, 'order_id': '010030bf6b494bfd81f52f6174794234', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-06-28,"[{'amount': 13, 'dt': Timestamp('2016-06-28 20:00:00+0000', tz='UTC'), 'price': 23.411700000000003, 'order_id': 'f4b94ac3872c432d8281d054f849a184', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -844, 'dt': Timestamp('2016-06-28 20:00:00+0000', tz='UTC'), 'price': 23.3883, 'order_id': '1a3322f367064dfab9cf4128f7abeda5', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-06-29,"[{'amount': 832, 'dt': Timestamp('2016-06-29 20:00:00+0000', tz='UTC'), 'price': 23.611800000000002, 'order_id': 'bcc0f4f07cba4b9293b098db8a091dae', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -13, 'dt': Timestamp('2016-06-29 20:00:00+0000', tz='UTC'), 'price': 23.5882, 'order_id': '6dca980620bd44cc83d3d6abcc0d1460', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-06-30,"[{'amount': -832, 'dt': Timestamp('2016-06-30 20:00:00+0000', tz='UTC'), 'price': 23.888050000000003, 'order_id': '89a476f9e33e498982c322305ef99b5e', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-07-01,[]
2016-07-05,[]
2016-07-06,[]
2016-07-07,[]
2016-07-08,[]
2016-07-11,[]
2016-07-12,[]
2016-07-13,[]
2016-07-14,[]
2016-07-15,[]
2016-07-18,[]
2016-07-19,[]
2016-07-20,[]
2016-07-21,[]
2016-07-22,[]
2016-07-25,[]
2016-07-26,[]
2016-07-27,[]
2016-07-28,[]
2016-07-29,[]
2016-08-01,[]
2016-08-02,[]
2016-08-03,[]
2016-08-04,[]
2016-08-05,[]
2016-08-08,[]
2016-08-09,[]
2016-08-10,[]
2016-08-11,[]
2016-08-12,[]
2016-08-15,[]
2016-08-16,[]
2016-08-17,[]
2016-08-18,[]
2016-08-19,[]
2016-08-22,[]
2016-08-23,[]
2016-08-24,[]
2016-08-25,[]
2016-08-26,[]
2016-08-29,[]
2016-08-30,[]
2016-08-31,[]
2016-09-01,[]
2016-09-02,[]
2016-09-06,[]
2016-09-07,[]
2016-09-08,[]
2016-09-09,"[{'amount': 751, 'dt': Timestamp('2016-09-09 20:00:00+0000', tz='UTC'), 'price': 25.79289, 'order_id': '59c3c08a14b444b0a5a9952c6e666534', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-09-12,"[{'amount': 18, 'dt': Timestamp('2016-09-12 20:00:00+0000', tz='UTC'), 'price': 26.373179999999998, 'order_id': '19d209d1c7bc4763bfc13f730dd71d89', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -751, 'dt': Timestamp('2016-09-12 20:00:00+0000', tz='UTC'), 'price': 26.34682, 'order_id': '335c8f18e999411b93dc62303a5f1f1b', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-09-13,"[{'amount': -18, 'dt': Timestamp('2016-09-13 20:00:00+0000', tz='UTC'), 'price': 26.976505000000003, 'order_id': '61949bed636648b8922818c36dded1bf', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-09-14,[]
2016-09-15,[]
2016-09-16,[]
2016-09-19,[]
2016-09-20,[]
2016-09-21,[]
2016-09-22,[]
2016-09-23,[]
2016-09-26,[]
2016-09-27,[]
2016-09-28,[]
2016-09-29,[]
2016-09-30,[]
2016-10-03,[]
2016-10-04,[]
2016-10-05,[]
2016-10-06,[]
2016-10-07,[]
2016-10-10,[]
2016-10-11,[]
2016-10-12,[]
2016-10-13,[]
2016-10-14,[]
2016-10-17,[]
2016-10-18,[]
2016-10-19,[]
2016-10-20,[]
2016-10-21,[]
2016-10-24,[]
2016-10-25,[]
2016-10-26,[]
2016-10-27,[]
2016-10-28,[]
2016-10-31,[]
2016-11-01,[]
2016-11-02,"[{'amount': 714, 'dt': Timestamp('2016-11-02 20:00:00+0000', tz='UTC'), 'price': 27.913950000000003, 'order_id': 'a59f1a053533483b887b754ee78c21bc', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-11-03,"[{'amount': -714, 'dt': Timestamp('2016-11-03 20:00:00+0000', tz='UTC'), 'price': 27.446270000000002, 'order_id': 'b00c67f6aec543b08aca7e3f4e298298', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-11-04,"[{'amount': 723, 'dt': Timestamp('2016-11-04 20:00:00+0000', tz='UTC'), 'price': 27.223605, 'order_id': '5732dac1be254a73ad71513164090819', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-11-07,"[{'amount': 6, 'dt': Timestamp('2016-11-07 21:00:00+0000', tz='UTC'), 'price': 27.6138, 'order_id': '8ab14187f97a4bec8af7bda73279a3fe', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -723, 'dt': Timestamp('2016-11-07 21:00:00+0000', tz='UTC'), 'price': 27.5862, 'order_id': '15ffb88402ad4bc48ee2ae3e86154a91', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-11-08,"[{'amount': 715, 'dt': Timestamp('2016-11-08 21:00:00+0000', tz='UTC'), 'price': 27.773880000000002, 'order_id': 'a8b028a1d28a44068dd42273a91cafb8', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -6, 'dt': Timestamp('2016-11-08 21:00:00+0000', tz='UTC'), 'price': 27.74612, 'order_id': 'd5a0bef6ce934660a2b0bfdbd9ad2fbb', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-11-09,"[{'amount': -715, 'dt': Timestamp('2016-11-09 21:00:00+0000', tz='UTC'), 'price': 27.706139999999998, 'order_id': '2cbb0e73a8624713a2d310270e12eed9', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-11-10,[]
2016-11-11,"[{'amount': 738, 'dt': Timestamp('2016-11-11 21:00:00+0000', tz='UTC'), 'price': 27.123555, 'order_id': 'd4e43b8137e04d92a54d85a20ee05378', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-11-14,"[{'amount': -738, 'dt': Timestamp('2016-11-14 21:00:00+0000', tz='UTC'), 'price': 26.416785, 'order_id': '62f42bd4d5c54b7fadb04d8fc167499b', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-11-15,"[{'amount': 748, 'dt': Timestamp('2016-11-15 21:00:00+0000', tz='UTC'), 'price': 26.793390000000002, 'order_id': '11b9fee197fb428c8e98984902b2ae6a', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-11-16,"[{'amount': -748, 'dt': Timestamp('2016-11-16 21:00:00+0000', tz='UTC'), 'price': 27.48625, 'order_id': '6c0c0cc17f234771afb1525def3959e1', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-11-17,[]
2016-11-18,[]
2016-11-21,[]
2016-11-22,[]
2016-11-23,[]
2016-11-25,[]
2016-11-28,[]
2016-11-29,[]
2016-11-30,[]
2016-12-01,[]
2016-12-02,[]
2016-12-05,[]
2016-12-06,[]
2016-12-07,[]
2016-12-08,[]
2016-12-09,[]
2016-12-12,[]
2016-12-13,[]
2016-12-14,[]
2016-12-15,[]
2016-12-16,[]
2016-12-19,[]
2016-12-20,[]
2016-12-21,[]
2016-12-22,[]
2016-12-23,[]
2016-12-27,[]
2016-12-28,[]
2016-12-29,[]
2016-12-30,[]
2017-01-03,[]
2017-01-04,[]
2017-01-05,[]
2017-01-06,[]
2017-01-09,[]
2017-01-10,[]
2017-01-11,[]
2017-01-12,[]
2017-01-13,[]
2017-01-17,[]
2017-01-18,[]
2017-01-19,[]
2017-01-20,[]
2017-01-23,[]
2017-01-24,[]
2017-01-25,[]
2017-01-26,[]
2017-01-27,[]
2017-01-30,[]
2017-01-31,[]
2017-02-01,[]
2017-02-02,[]
2017-02-03,[]
2017-02-06,[]
2017-02-07,[]
2017-02-08,[]
2017-02-09,[]
2017-02-10,[]
2017-02-13,[]
2017-02-14,[]
2017-02-15,[]
2017-02-16,[]
2017-02-17,[]
2017-02-21,[]
2017-02-22,[]
2017-02-23,[]
2017-02-24,[]
2017-02-27,[]
2017-02-28,[]
2017-03-01,[]
2017-03-02,[]
2017-03-03,[]
2017-03-06,[]
2017-03-07,[]
2017-03-08,[]
2017-03-09,[]
2017-03-10,[]
2017-03-13,[]
2017-03-14,[]
2017-03-15,[]
2017-03-16,[]
2017-03-17,[]
2017-03-20,[]
2017-03-21,[]
2017-03-22,[]
2017-03-23,[]
2017-03-24,[]
2017-03-27,[]
2017-03-28,[]
2017-03-29,[]
2017-03-30,[]
2017-03-31,[]
2017-04-03,[]
2017-04-04,[]
2017-04-05,[]
2017-04-06,[]
2017-04-07,[]
2017-04-10,[]
2017-04-11,[]
2017-04-12,[]
2017-04-13,[]
2017-04-17,[]
2017-04-18,[]
2017-04-19,[]
2017-04-20,[]
2017-04-21,[]
2017-04-24,[]
2017-04-25,[]
2017-04-26,[]
2017-04-27,[]
2017-04-28,[]
2017-05-01,[]
2017-05-02,[]
2017-05-03,[]
2017-05-04,[]
2017-05-05,[]
2017-05-08,[]
2017-05-09,[]
2017-05-10,[]
2017-05-11,[]
2017-05-12,[]
2017-05-15,[]
2017-05-16,[]
2017-05-17,[]
2017-05-18,[]
2017-05-19,[]
2017-05-22,[]
2017-05-23,[]
2017-05-24,[]
2017-05-25,[]
2017-05-26,[]
2017-05-30,[]
2017-05-31,[]
2017-06-01,[]
2017-06-02,[]
2017-06-05,[]
2017-06-06,[]
2017-06-07,[]
2017-06-08,[]
2017-06-09,[]
2017-06-12,"[{'amount': 534, 'dt': Timestamp('2017-06-12 20:00:00+0000', tz='UTC'), 'price': 36.368175, 'order_id': 'fabbbba4e4654722a2503df06bf79a02', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2017-06-13,"[{'amount': 13, 'dt': Timestamp('2017-06-13 20:00:00+0000', tz='UTC'), 'price': 36.668324999999996, 'order_id': '3919bcfbf56f453a9184ac712b831a78', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -534, 'dt': Timestamp('2017-06-13 20:00:00+0000', tz='UTC'), 'price': 36.631675, 'order_id': 'b6bb8ccfaa464751ac54e3fc24bf5bda', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2017-06-14,"[{'amount': 530, 'dt': Timestamp('2017-06-14 20:00:00+0000', tz='UTC'), 'price': 36.308144999999996, 'order_id': '7e6679827207409785c55d564693b691', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -13, 'dt': Timestamp('2017-06-14 20:00:00+0000', tz='UTC'), 'price': 36.271855, 'order_id': '8db422fd1a664b46bddba429ba9b880b', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2017-06-15,"[{'amount': 18, 'dt': Timestamp('2017-06-15 20:00:00+0000', tz='UTC'), 'price': 36.088035, 'order_id': 'dabb469db77848718d9fbd32df472824', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -530, 'dt': Timestamp('2017-06-15 20:00:00+0000', tz='UTC'), 'price': 36.051965, 'order_id': '70a4469f6f354b82bf38b1d3af1b89ee', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2017-06-16,"[{'amount': 533, 'dt': Timestamp('2017-06-16 20:00:00+0000', tz='UTC'), 'price': 35.587785000000004, 'order_id': '310c4de0a7784511911a66ff8f702df9', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -18, 'dt': Timestamp('2017-06-16 20:00:00+0000', tz='UTC'), 'price': 35.552215, 'order_id': '7a5036a41e6b44e39e81aa31dbb0bc86', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2017-06-19,"[{'amount': 26, 'dt': Timestamp('2017-06-19 20:00:00+0000', tz='UTC'), 'price': 36.59829, 'order_id': 'c20971e7490946e8a16ed1584c90dbb8', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -533, 'dt': Timestamp('2017-06-19 20:00:00+0000', tz='UTC'), 'price': 36.56171, 'order_id': '797bbee5c1ef4ba38dad6ec1f1526620', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2017-06-20,"[{'amount': -26, 'dt': Timestamp('2017-06-20 20:00:00+0000', tz='UTC'), 'price': 36.231875, 'order_id': '9fc2bb1b344944aca7544462b67a3282', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2017-06-21,[]
2017-06-22,[]
2017-06-23,[]
2017-06-26,[]
2017-06-27,[]
2017-06-28,[]
2017-06-29,[]
2017-06-30,[]
2017-07-03,[]
2017-07-05,[]
2017-07-06,[]
2017-07-07,[]
2017-07-10,[]
2017-07-11,[]
2017-07-12,[]
2017-07-13,[]
2017-07-14,[]
2017-07-17,[]
2017-07-18,[]
2017-07-19,[]
2017-07-20,[]
2017-07-21,[]
2017-07-24,[]
2017-07-25,[]
2017-07-26,[]
2017-07-27,[]
2017-07-28,[]
2017-07-31,[]
2017-08-01,[]
2017-08-02,[]
2017-08-03,[]
2017-08-04,[]
2017-08-07,[]
2017-08-08,[]
2017-08-09,[]
2017-08-10,[]
2017-08-11,[]
2017-08-14,[]
2017-08-15,[]
2017-08-16,[]
2017-08-17,[]
2017-08-18,[]
2017-08-21,[]
2017-08-22,[]
2017-08-23,[]
2017-08-24,[]
2017-08-25,[]
2017-08-28,[]
2017-08-29,[]
2017-08-30,[]
2017-08-31,[]
2017-09-01,[]
2017-09-05,[]
2017-09-06,[]
2017-09-07,[]
2017-09-08,[]
2017-09-11,[]
2017-09-12,[]
2017-09-13,[]
2017-09-14,[]
2017-09-15,[]
2017-09-18,[]
2017-09-19,[]
2017-09-20,[]
2017-09-21,"[{'amount': 512, 'dt': Timestamp('2017-09-21 20:00:00+0000', tz='UTC'), 'price': 38.369175, 'order_id': '95e530d7e5d144f184661d4100f718e9', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2017-09-22,"[{'amount': 9, 'dt': Timestamp('2017-09-22 20:00:00+0000', tz='UTC'), 'price': 37.988985, 'order_id': 'beabd3f381894eb08747ba653de922c8', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -512, 'dt': Timestamp('2017-09-22 20:00:00+0000', tz='UTC'), 'price': 37.951015, 'order_id': '8ec9e7aa95a047daa248aa3b74e8cd91', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2017-09-25,"[{'amount': 516, 'dt': Timestamp('2017-09-25 20:00:00+0000', tz='UTC'), 'price': 37.65882, 'order_id': '07f106f0fdd947cb8b323f16c21b2551', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -9, 'dt': Timestamp('2017-09-25 20:00:00+0000', tz='UTC'), 'price': 37.62118, 'order_id': 'e5b96ccfc4c447848e9c6cd0880e8d2d', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2017-09-26,"[{'amount': 14, 'dt': Timestamp('2017-09-26 20:00:00+0000', tz='UTC'), 'price': 38.29914, 'order_id': '0cb5e73306724ba6ba5859893229d104', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -516, 'dt': Timestamp('2017-09-26 20:00:00+0000', tz='UTC'), 'price': 38.26086, 'order_id': 'a0a564b0056645e39c99f86bd48acb4c', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2017-09-27,"[{'amount': 508, 'dt': Timestamp('2017-09-27 20:00:00+0000', tz='UTC'), 'price': 38.579280000000004, 'order_id': 'd59dd9c490ca4134bd51cfd7090779b3', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -14, 'dt': Timestamp('2017-09-27 20:00:00+0000', tz='UTC'), 'price': 38.54072, 'order_id': '56b554f3d18f4cec851ed9ec824ded8a', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2017-09-28,"[{'amount': -508, 'dt': Timestamp('2017-09-28 20:00:00+0000', tz='UTC'), 'price': 38.30084, 'order_id': 'ec5ce3b140464a6e9050455c6e4823f4', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2017-09-29,[]
2017-10-02,[]
2017-10-03,[]
2017-10-04,[]
2017-10-05,[]
2017-10-06,[]
2017-10-09,[]
2017-10-10,[]
2017-10-11,[]
2017-10-12,[]
2017-10-13,[]
2017-10-16,[]
2017-10-17,[]
2017-10-18,[]
2017-10-19,[]
2017-10-20,[]
2017-10-23,[]
2017-10-24,[]
2017-10-25,[]
2017-10-26,[]
2017-10-27,[]
2017-10-30,[]
2017-10-31,[]
2017-11-01,[]
2017-11-02,[]
2017-11-03,[]
2017-11-06,[]
2017-11-07,[]
2017-11-08,[]
2017-11-09,[]
2017-11-10,[]
2017-11-13,[]
2017-11-14,[]
2017-11-15,[]
2017-11-16,[]
2017-11-17,[]
2017-11-20,[]
2017-11-21,[]
2017-11-22,[]
2017-11-24,[]
2017-11-27,[]
2017-11-28,[]
2017-11-29,[]
2017-11-30,[]
2017-12-01,[]
2017-12-04,[]
2017-12-05,[]
2017-12-06,[]
2017-12-07,[]
2017-12-08,[]
2017-12-11,[]
2017-12-12,[]
2017-12-13,[]
2017-12-14,[]
2017-12-15,[]
2017-12-18,[]
2017-12-19,[]
2017-12-20,[]
2017-12-21,[]
2017-12-22,[]
2017-12-26,[]
2017-12-27,[]
2017-12-28,[]
2017-12-29,[]
2018-01-02,[]
2018-01-03,[]
2018-01-04,[]
2018-01-05,[]
2018-01-08,[]
2018-01-09,[]
2018-01-10,[]
2018-01-11,[]
2018-01-12,[]
2018-01-16,[]
2018-01-17,[]
2018-01-18,[]
2018-01-19,[]
2018-01-22,[]
2018-01-23,[]
2018-01-24,[]
2018-01-25,[]
2018-01-26,[]
2018-01-29,[]
2018-01-30,"[{'amount': 475, 'dt': Timestamp('2018-01-30 21:00:00+0000', tz='UTC'), 'price': 41.760870000000004, 'order_id': 'b34e3ce30867470f80c101a418c0a079', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-01-31,"[{'amount': 3, 'dt': Timestamp('2018-01-31 21:00:00+0000', tz='UTC'), 'price': 41.88093, 'order_id': '4298cb96361e45ccada3b782e619bf27', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -475, 'dt': Timestamp('2018-01-31 21:00:00+0000', tz='UTC'), 'price': 41.83907, 'order_id': 'd611b7f9af254947abc0b75acb1dbdbd', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-02-01,"[{'amount': 474, 'dt': Timestamp('2018-02-01 21:00:00+0000', tz='UTC'), 'price': 41.960969999999996, 'order_id': '438bd0a029ea4708b8eae0bac7cd25d3', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -3, 'dt': Timestamp('2018-02-01 21:00:00+0000', tz='UTC'), 'price': 41.91903, 'order_id': 'd56914f4af6a491384e7bab42c4ac835', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-02-02,"[{'amount': 2, 'dt': Timestamp('2018-02-02 21:00:00+0000', tz='UTC'), 'price': 40.14006, 'order_id': 'ac7727b25f86470ba3a77323d4fe5d6d', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -474, 'dt': Timestamp('2018-02-02 21:00:00+0000', tz='UTC'), 'price': 40.09994, 'order_id': 'aeea4a175a514e84a1c77fd007b89134', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-02-05,"[{'amount': 491, 'dt': Timestamp('2018-02-05 21:00:00+0000', tz='UTC'), 'price': 39.139559999999996, 'order_id': '8d3133a23ca8450aa467d2c738a036d7', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -2, 'dt': Timestamp('2018-02-05 21:00:00+0000', tz='UTC'), 'price': 39.10044, 'order_id': '8745854d98c64c35918d6637b788a89e', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-02-06,"[{'amount': 15, 'dt': Timestamp('2018-02-06 21:00:00+0000', tz='UTC'), 'price': 40.78038, 'order_id': '1d2af79357a346d198d1b0819272f929', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -491, 'dt': Timestamp('2018-02-06 21:00:00+0000', tz='UTC'), 'price': 40.739619999999995, 'order_id': '15e21d028347431e87875c7ced82c237', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-02-07,"[{'amount': -15, 'dt': Timestamp('2018-02-07 21:00:00+0000', tz='UTC'), 'price': 39.860060000000004, 'order_id': '80c503f55d004c46b0790dae2703f430', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-02-08,"[{'amount': 500, 'dt': Timestamp('2018-02-08 21:00:00+0000', tz='UTC'), 'price': 38.809395, 'order_id': 'eea569c829d042a099624cb9a0e12330', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-02-09,"[{'amount': 14, 'dt': Timestamp('2018-02-09 21:00:00+0000', tz='UTC'), 'price': 39.119550000000004, 'order_id': '35831461869e4522879d221c9265078d', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -500, 'dt': Timestamp('2018-02-09 21:00:00+0000', tz='UTC'), 'price': 39.08045, 'order_id': '715e47724d88450198cbcea55897ce69', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-02-12,"[{'amount': 497, 'dt': Timestamp('2018-02-12 21:00:00+0000', tz='UTC'), 'price': 40.70034, 'order_id': '03b966433701431e96460e5a926648e4', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -14, 'dt': Timestamp('2018-02-12 21:00:00+0000', tz='UTC'), 'price': 40.65966, 'order_id': '1272f94f12d94070bf985ca8ecde3f99', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-02-13,"[{'amount': -497, 'dt': Timestamp('2018-02-13 21:00:00+0000', tz='UTC'), 'price': 41.05946, 'order_id': '026d5698da2c41f3b23c52992e80a5a8', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-02-14,[]
2018-02-15,[]
2018-02-16,[]
2018-02-20,[]
2018-02-21,[]
2018-02-22,[]
2018-02-23,[]
2018-02-26,[]
2018-02-27,[]
2018-02-28,[]
2018-03-01,[]
2018-03-02,[]
2018-03-05,[]
2018-03-06,[]
2018-03-07,[]
2018-03-08,[]
2018-03-09,[]
2018-03-12,[]
2018-03-13,[]
2018-03-14,[]
2018-03-15,[]
2018-03-16,[]
2018-03-19,[]
2018-03-20,[]
2018-03-21,[]
2018-03-22,"[{'amount': 467, 'dt': Timestamp('2018-03-22 20:00:00+0000', tz='UTC'), 'price': 42.231105, 'order_id': '27dc8927113a49b7a2f7e55a963ef351', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-03-23,"[{'amount': 7, 'dt': Timestamp('2018-03-23 20:00:00+0000', tz='UTC'), 'price': 41.26062, 'order_id': '15570a9498ff4cafaaeb7592da9dfe0e', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -467, 'dt': Timestamp('2018-03-23 20:00:00+0000', tz='UTC'), 'price': 41.21938, 'order_id': '8e5a10d828d84e068ea09c1828168f4d', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-03-26,"[{'amount': 476, 'dt': Timestamp('2018-03-26 20:00:00+0000', tz='UTC'), 'price': 43.211594999999996, 'order_id': '0a8c4ef55fcc4577aa1c0f1a13d1a71b', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -7, 'dt': Timestamp('2018-03-26 20:00:00+0000', tz='UTC'), 'price': 43.168405, 'order_id': 'db28b0d7e7324e4aa4921bcce5056a14', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-03-27,"[{'amount': -476, 'dt': Timestamp('2018-03-27 20:00:00+0000', tz='UTC'), 'price': 42.05896, 'order_id': '96b465a98e0e49989451526a3ac53e77', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-03-28,"[{'amount': 471, 'dt': Timestamp('2018-03-28 20:00:00+0000', tz='UTC'), 'price': 41.640809999999995, 'order_id': 'dc851fafaf194c21a031c3d54350c43e', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-03-29,"[{'amount': 5, 'dt': Timestamp('2018-03-29 20:00:00+0000', tz='UTC'), 'price': 41.960969999999996, 'order_id': '5b913ec6bbf94c289d91a83ecf73d30a', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -471, 'dt': Timestamp('2018-03-29 20:00:00+0000', tz='UTC'), 'price': 41.91903, 'order_id': '312a3f38518d45e894f3ed070528e305', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-04-02,"[{'amount': -5, 'dt': Timestamp('2018-04-02 20:00:00+0000', tz='UTC'), 'price': 41.649165, 'order_id': '085377e666694aabb319944583a5c2e1', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-04-03,[]
2018-04-04,[]
2018-04-05,[]
2018-04-06,[]
2018-04-09,[]
2018-04-10,[]
2018-04-11,[]
2018-04-12,[]
2018-04-13,[]
2018-04-16,[]
2018-04-17,[]
2018-04-18,[]
2018-04-19,[]
2018-04-20,[]
2018-04-23,[]
2018-04-24,[]
2018-04-25,"[{'amount': 487, 'dt': Timestamp('2018-04-25 20:00:00+0000', tz='UTC'), 'price': 40.930455, 'order_id': '049c19238406458583aedfc56c263382', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-04-26,"[{'amount': -487, 'dt': Timestamp('2018-04-26 20:00:00+0000', tz='UTC'), 'price': 41.03947, 'order_id': '8109d5e2c869433ba6117803f1e55056', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-04-27,[]
2018-04-30,"[{'amount': 489, 'dt': Timestamp('2018-04-30 20:00:00+0000', tz='UTC'), 'price': 41.330655, 'order_id': '3e495bd1b2fd4745b6afc0662a2230f7', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-05-01,"[{'amount': -489, 'dt': Timestamp('2018-05-01 20:00:00+0000', tz='UTC'), 'price': 42.25886, 'order_id': '40f6c4ac9f114a59ba19a88fa10514c7', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-05-02,[]
2018-05-03,[]
2018-05-04,[]
2018-05-07,[]
2018-05-08,[]
2018-05-09,[]
2018-05-10,[]
2018-05-11,[]
2018-05-14,[]
2018-05-15,[]
2018-05-16,[]
2018-05-17,[]
2018-05-18,[]
2018-05-21,[]
2018-05-22,[]
2018-05-23,[]
2018-05-24,[]
2018-05-25,[]
2018-05-29,[]
2018-05-30,[]
2018-05-31,[]
2018-06-01,[]
2018-06-04,[]
2018-06-05,[]
2018-06-06,[]
2018-06-07,[]
2018-06-08,[]
2018-06-11,[]
2018-06-12,[]
2018-06-13,[]
2018-06-14,[]
2018-06-15,[]
2018-06-18,[]
2018-06-19,[]
