Date,orders
2016-11-02,"[{'id': '88e61642634242f9b58018afd378a493', 'dt': Timestamp('2016-11-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-11-01 20:00:00+0000', tz='UTC'), 'amount': -52, 'filled': -52, 'commission': 0.156, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}]"
2016-11-03,"[{'id': '8c156ec3bcd342ea862aab15a77fdce5', 'dt': Timestamp('2016-11-03 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-11-03 20:00:00+0000', tz='UTC'), 'amount': 9, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2016-11-04,"[{'id': '8c156ec3bcd342ea862aab15a77fdce5', 'dt': Timestamp('2016-11-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-11-03 20:00:00+0000', tz='UTC'), 'amount': 9, 'filled': 9, 'commission': 0.027, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '6e90e684d0d546939a609a45f68a26bc', 'dt': Timestamp('2016-11-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-11-04 20:00:00+0000', tz='UTC'), 'amount': 6, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2016-11-07,"[{'id': '6e90e684d0d546939a609a45f68a26bc', 'dt': Timestamp('2016-11-07 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-11-04 20:00:00+0000', tz='UTC'), 'amount': 6, 'filled': 6, 'commission': 0.018000000000000002, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}]"
2016-11-08,[]
2016-11-09,[]
2016-11-10,[]
2016-11-11,[]
2016-11-14,[]
2016-11-15,[]
2016-11-16,[]
2016-11-17,[]
2016-11-18,[]
2016-11-21,[]
2016-11-22,[]
2016-11-23,[]
2016-11-25,[]
2016-11-28,[]
2016-11-29,[]
2016-11-30,[]
2016-12-01,[]
2016-12-02,[]
2016-12-05,[]
2016-12-06,[]
2016-12-07,[]
2016-12-08,[]
2016-12-09,[]
2016-12-12,[]
2016-12-13,[]
2016-12-14,[]
2016-12-15,[]
2016-12-16,[]
2016-12-19,[]
2016-12-20,[]
2016-12-21,[]
2016-12-22,[]
2016-12-23,[]
2016-12-27,[]
2016-12-28,[]
2016-12-29,[]
2016-12-30,[]
2017-01-03,[]
2017-01-04,[]
2017-01-05,[]
2017-01-06,[]
2017-01-09,[]
2017-01-10,[]
2017-01-11,[]
2017-01-12,[]
2017-01-13,[]
2017-01-17,[]
2017-01-18,[]
2017-01-19,[]
2017-01-20,[]
2017-01-23,[]
2017-01-24,[]
2017-01-25,[]
2017-01-26,[]
2017-01-27,[]
2017-01-30,[]
2017-01-31,[]
2017-02-01,[]
2017-02-02,[]
2017-02-03,[]
2017-02-06,[]
2017-02-07,[]
2017-02-08,[]
2017-02-09,[]
2017-02-10,[]
2017-02-13,[]
2017-02-14,[]
2017-02-15,[]
2017-02-16,[]
2017-02-17,[]
2017-02-21,[]
2017-02-22,[]
2017-02-23,[]
2017-02-24,[]
2017-02-27,[]
2017-02-28,[]
2017-03-01,[]
2017-03-02,[]
2017-03-03,[]
2017-03-06,[]
2017-03-07,[]
2017-03-08,[]
2017-03-09,[]
2017-03-10,[]
2017-03-13,[]
2017-03-14,[]
2017-03-15,[]
2017-03-16,[]
2017-03-17,[]
2017-03-20,[]
2017-03-21,[]
2017-03-22,[]
2017-03-23,[]
2017-03-24,[]
2017-03-27,[]
2017-03-28,[]
2017-03-29,[]
2017-03-30,[]
2017-03-31,[]
2017-04-03,[]
2017-04-04,[]
2017-04-05,[]
2017-04-06,[]
2017-04-07,[]
2017-04-10,[]
2017-04-11,[]
2017-04-12,[]
2017-04-13,[]
2017-04-17,[]
2017-04-18,[]
2017-04-19,[]
2017-04-20,[]
2017-04-21,[]
2017-04-24,[]
2017-04-25,[]
2017-04-26,[]
2017-04-27,[]
2017-04-28,[]
2017-05-01,[]
2017-05-02,[]
2017-05-03,[]
2017-05-04,[]
2017-05-05,[]
2017-05-08,[]
2017-05-09,[]
2017-05-10,[]
2017-05-11,[]
2017-05-12,[]
2017-05-15,[]
2017-05-16,[]
2017-05-17,[]
2017-05-18,[]
2017-05-19,[]
2017-05-22,[]
2017-05-23,[]
2017-05-24,[]
2017-05-25,[]
2017-05-26,[]
2017-05-30,[]
2017-05-31,[]
2017-06-01,[]
2017-06-02,[]
2017-06-05,[]
2017-06-06,[]
2017-06-07,[]
2017-06-08,[]
2017-06-09,"[{'id': 'a570c6f583fa4c8e8a58ace21c6faf16', 'dt': Timestamp('2017-06-09 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-06-09 20:00:00+0000', tz='UTC'), 'amount': -182, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2017-06-12,"[{'id': 'a570c6f583fa4c8e8a58ace21c6faf16', 'dt': Timestamp('2017-06-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-06-09 20:00:00+0000', tz='UTC'), 'amount': -182, 'filled': -182, 'commission': 0.546, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'f846b286eb5c445eb28f9bb58c098a1b', 'dt': Timestamp('2017-06-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-06-12 20:00:00+0000', tz='UTC'), 'amount': 11, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2017-06-13,"[{'id': 'f846b286eb5c445eb28f9bb58c098a1b', 'dt': Timestamp('2017-06-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-06-12 20:00:00+0000', tz='UTC'), 'amount': 11, 'filled': 11, 'commission': 0.033, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'e7e07aaf141747aab82433e82ca5abb2', 'dt': Timestamp('2017-06-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-06-13 20:00:00+0000', tz='UTC'), 'amount': -3, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2017-06-14,"[{'id': 'e7e07aaf141747aab82433e82ca5abb2', 'dt': Timestamp('2017-06-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-06-13 20:00:00+0000', tz='UTC'), 'amount': -3, 'filled': -3, 'commission': 0.009000000000000001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '9e64bfc3ac5b4535bf5bcb432737a15f', 'dt': Timestamp('2017-06-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-06-14 20:00:00+0000', tz='UTC'), 'amount': 4, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2017-06-15,"[{'id': '9e64bfc3ac5b4535bf5bcb432737a15f', 'dt': Timestamp('2017-06-15 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-06-14 20:00:00+0000', tz='UTC'), 'amount': 4, 'filled': 4, 'commission': 0.012, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '3186de250e824d8089f3b7df90c4fed2', 'dt': Timestamp('2017-06-15 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-06-15 20:00:00+0000', tz='UTC'), 'amount': 4, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2017-06-16,"[{'id': '3186de250e824d8089f3b7df90c4fed2', 'dt': Timestamp('2017-06-16 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-06-15 20:00:00+0000', tz='UTC'), 'amount': 4, 'filled': 4, 'commission': 0.012, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'd5b0879cfacc40d4bf5b86b39d71e7e9', 'dt': Timestamp('2017-06-16 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-06-16 20:00:00+0000', tz='UTC'), 'amount': 7, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2017-06-19,"[{'id': 'd5b0879cfacc40d4bf5b86b39d71e7e9', 'dt': Timestamp('2017-06-19 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-06-16 20:00:00+0000', tz='UTC'), 'amount': 7, 'filled': 7, 'commission': 0.021, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}]"
2017-06-20,[]
2017-06-21,[]
2017-06-22,[]
2017-06-23,[]
2017-06-26,[]
2017-06-27,[]
2017-06-28,[]
2017-06-29,[]
2017-06-30,[]
2017-07-03,[]
2017-07-05,[]
2017-07-06,[]
2017-07-07,[]
2017-07-10,[]
2017-07-11,[]
2017-07-12,[]
2017-07-13,[]
2017-07-14,[]
2017-07-17,[]
2017-07-18,[]
2017-07-19,[]
2017-07-20,[]
2017-07-21,[]
2017-07-24,[]
2017-07-25,[]
2017-07-26,[]
2017-07-27,[]
2017-07-28,[]
2017-07-31,[]
2017-08-01,[]
2017-08-02,[]
2017-08-03,[]
2017-08-04,[]
2017-08-07,[]
2017-08-08,[]
2017-08-09,[]
2017-08-10,[]
2017-08-11,[]
2017-08-14,[]
2017-08-15,[]
2017-08-16,[]
2017-08-17,[]
2017-08-18,[]
2017-08-21,[]
2017-08-22,[]
2017-08-23,[]
2017-08-24,[]
2017-08-25,[]
2017-08-28,[]
2017-08-29,[]
2017-08-30,[]
2017-08-31,[]
2017-09-01,[]
2017-09-05,[]
2017-09-06,[]
2017-09-07,[]
2017-09-08,[]
2017-09-11,[]
2017-09-12,[]
2017-09-13,[]
2017-09-14,[]
2017-09-15,[]
2017-09-18,[]
2017-09-19,[]
2017-09-20,"[{'id': '559a0c5c44974d4ca01067427a7c7374', 'dt': Timestamp('2017-09-20 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-09-20 20:00:00+0000', tz='UTC'), 'amount': -47, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2017-09-21,"[{'id': '559a0c5c44974d4ca01067427a7c7374', 'dt': Timestamp('2017-09-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-09-20 20:00:00+0000', tz='UTC'), 'amount': -47, 'filled': -47, 'commission': 0.14100000000000001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'b65fe6f1c1c64e8989360278bfe7b234', 'dt': Timestamp('2017-09-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-09-21 20:00:00+0000', tz='UTC'), 'amount': 7, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2017-09-22,"[{'id': 'b65fe6f1c1c64e8989360278bfe7b234', 'dt': Timestamp('2017-09-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-09-21 20:00:00+0000', tz='UTC'), 'amount': 7, 'filled': 7, 'commission': 0.021, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '7c0467a9f28f4a0889012ae40b789905', 'dt': Timestamp('2017-09-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-09-22 20:00:00+0000', tz='UTC'), 'amount': 6, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2017-09-25,"[{'id': '7c0467a9f28f4a0889012ae40b789905', 'dt': Timestamp('2017-09-25 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-09-22 20:00:00+0000', tz='UTC'), 'amount': 6, 'filled': 6, 'commission': 0.018000000000000002, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '22b12c4284a04122a4b45873eaa18c2a', 'dt': Timestamp('2017-09-25 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-09-25 20:00:00+0000', tz='UTC'), 'amount': 4, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2017-09-26,"[{'id': '22b12c4284a04122a4b45873eaa18c2a', 'dt': Timestamp('2017-09-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-09-25 20:00:00+0000', tz='UTC'), 'amount': 4, 'filled': 4, 'commission': 0.012, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}]"
2017-09-27,[]
2017-09-28,[]
2017-09-29,[]
2017-10-02,[]
2017-10-03,[]
2017-10-04,[]
2017-10-05,[]
2017-10-06,[]
2017-10-09,[]
2017-10-10,[]
2017-10-11,[]
2017-10-12,[]
2017-10-13,[]
2017-10-16,[]
2017-10-17,[]
2017-10-18,[]
2017-10-19,[]
2017-10-20,[]
2017-10-23,[]
2017-10-24,[]
2017-10-25,[]
2017-10-26,[]
2017-10-27,[]
2017-10-30,[]
2017-10-31,[]
2017-11-01,[]
2017-11-02,[]
2017-11-03,[]
2017-11-06,[]
2017-11-07,[]
2017-11-08,[]
2017-11-09,[]
2017-11-10,[]
2017-11-13,[]
2017-11-14,[]
2017-11-15,[]
2017-11-16,[]
2017-11-17,[]
2017-11-20,[]
2017-11-21,[]
2017-11-22,[]
2017-11-24,[]
2017-11-27,[]
2017-11-28,[]
2017-11-29,[]
2017-11-30,[]
2017-12-01,[]
2017-12-04,[]
2017-12-05,[]
2017-12-06,[]
2017-12-07,[]
2017-12-08,[]
2017-12-11,[]
2017-12-12,[]
2017-12-13,[]
2017-12-14,[]
2017-12-15,[]
2017-12-18,[]
2017-12-19,[]
2017-12-20,[]
2017-12-21,[]
2017-12-22,[]
2017-12-26,[]
2017-12-27,[]
2017-12-28,[]
2017-12-29,[]
2018-01-02,[]
2018-01-03,[]
2018-01-04,[]
2018-01-05,[]
2018-01-08,[]
2018-01-09,[]
2018-01-10,[]
2018-01-11,[]
2018-01-12,[]
2018-01-16,[]
2018-01-17,[]
2018-01-18,[]
2018-01-19,[]
2018-01-22,[]
2018-01-23,[]
2018-01-24,[]
2018-01-25,[]
2018-01-26,[]
2018-01-29,"[{'id': '18e8c771dbd94375a310a63404eb3202', 'dt': Timestamp('2018-01-29 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-01-29 21:00:00+0000', tz='UTC'), 'amount': -53, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2018-01-30,"[{'id': '18e8c771dbd94375a310a63404eb3202', 'dt': Timestamp('2018-01-30 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-01-29 21:00:00+0000', tz='UTC'), 'amount': -53, 'filled': -53, 'commission': 0.159, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '8af34e620a594bb88a7354df86b5b735', 'dt': Timestamp('2018-01-30 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-01-30 21:00:00+0000', tz='UTC'), 'amount': 1, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2018-01-31,"[{'id': '8af34e620a594bb88a7354df86b5b735', 'dt': Timestamp('2018-01-31 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-01-30 21:00:00+0000', tz='UTC'), 'amount': 1, 'filled': 1, 'commission': 0.003, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}]"
2018-02-01,[]
2018-02-02,"[{'id': '7efde7465e014de79ea1b83c89828050', 'dt': Timestamp('2018-02-02 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-02 21:00:00+0000', tz='UTC'), 'amount': 20, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2018-02-05,"[{'id': '7efde7465e014de79ea1b83c89828050', 'dt': Timestamp('2018-02-05 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-02 21:00:00+0000', tz='UTC'), 'amount': 20, 'filled': 20, 'commission': 0.06, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '4ba872742cc540109b1fa16eb7a98360', 'dt': Timestamp('2018-02-05 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-05 21:00:00+0000', tz='UTC'), 'amount': 13, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2018-02-06,"[{'id': '4ba872742cc540109b1fa16eb7a98360', 'dt': Timestamp('2018-02-06 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-05 21:00:00+0000', tz='UTC'), 'amount': 13, 'filled': 13, 'commission': 0.039, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}]"
2018-02-07,[]
2018-02-08,[]
2018-02-09,[]
2018-02-12,[]
2018-02-13,[]
2018-02-14,[]
2018-02-15,[]
2018-02-16,[]
2018-02-20,[]
2018-02-21,[]
2018-02-22,[]
2018-02-23,[]
2018-02-26,[]
2018-02-27,[]
2018-02-28,[]
2018-03-01,[]
2018-03-02,[]
2018-03-05,[]
2018-03-06,[]
2018-03-07,[]
2018-03-08,[]
2018-03-09,[]
2018-03-12,[]
2018-03-13,[]
2018-03-14,[]
2018-03-15,[]
2018-03-16,[]
2018-03-19,[]
2018-03-20,[]
2018-03-21,[]
2018-03-22,"[{'id': '4bbf24d6d5ea4851b889b5357684ca95', 'dt': Timestamp('2018-03-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-03-22 20:00:00+0000', tz='UTC'), 'amount': -37, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2018-03-23,"[{'id': '4bbf24d6d5ea4851b889b5357684ca95', 'dt': Timestamp('2018-03-23 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-03-22 20:00:00+0000', tz='UTC'), 'amount': -37, 'filled': -37, 'commission': 0.111, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '3acbc867f68c4107b8f96863be8584e4', 'dt': Timestamp('2018-03-23 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-03-23 20:00:00+0000', tz='UTC'), 'amount': 11, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2018-03-26,"[{'id': '3acbc867f68c4107b8f96863be8584e4', 'dt': Timestamp('2018-03-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-03-23 20:00:00+0000', tz='UTC'), 'amount': 11, 'filled': 11, 'commission': 0.033, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}]"
2018-03-27,[]
2018-03-28,[]
2018-03-29,[]
2018-04-02,[]
2018-04-03,[]
2018-04-04,[]
2018-04-05,[]
2018-04-06,[]
2018-04-09,[]
2018-04-10,[]
2018-04-11,[]
2018-04-12,[]
2018-04-13,[]
2018-04-16,[]
2018-04-17,[]
2018-04-18,[]
2018-04-19,[]
2018-04-20,[]
2018-04-23,[]
2018-04-24,[]
2018-04-25,[]
2018-04-26,[]
2018-04-27,[]
2018-04-30,[]
2018-05-01,[]
2018-05-02,[]
2018-05-03,[]
2018-05-04,[]
2018-05-07,[]
2018-05-08,[]
2018-05-09,[]
2018-05-10,[]
2018-05-11,[]
2018-05-14,[]
2018-05-15,[]
2018-05-16,[]
2018-05-17,[]
2018-05-18,[]
2018-05-21,[]
2018-05-22,[]
2018-05-23,[]
2018-05-24,[]
2018-05-25,[]
2018-05-29,[]
2018-05-30,[]
2018-05-31,[]
2018-06-01,[]
2018-06-04,[]
2018-06-05,[]
2018-06-06,[]
2018-06-07,[]
2018-06-08,[]
2018-06-11,[]
2018-06-12,[]
2018-06-13,[]
2018-06-14,[]
2018-06-15,[]
2018-06-18,[]
2018-06-19,[]
2018-06-20,[]
2018-06-21,[]
2018-06-22,[]
2018-06-25,"[{'id': 'df4ebe30cfc24deeb8702869eb4dde43', 'dt': Timestamp('2018-06-25 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-25 20:00:00+0000', tz='UTC'), 'amount': -46, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2018-06-26,"[{'id': 'df4ebe30cfc24deeb8702869eb4dde43', 'dt': Timestamp('2018-06-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-25 20:00:00+0000', tz='UTC'), 'amount': -46, 'filled': -46, 'commission': 0.138, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}]"
2018-06-27,[]
2018-06-28,[]
2018-06-29,[]
2018-07-02,[]
2018-07-03,[]
2018-07-05,[]
2018-07-06,[]
2018-07-09,[]
2018-07-10,[]
2018-07-11,[]
2018-07-12,[]
2018-07-13,[]
2018-07-16,[]
2018-07-17,[]
2018-07-18,[]
2018-07-19,[]
2018-07-20,[]
2018-07-23,[]
2018-07-24,[]
2018-07-25,[]
2018-07-26,[]
2018-07-27,[]
2018-07-30,[]
2018-07-31,[]
2018-08-01,[]
2018-08-02,[]
2018-08-03,[]
2018-08-06,[]
2018-08-07,[]
2018-08-08,[]
2018-08-09,[]
2018-08-10,[]
2018-08-13,[]
2018-08-14,[]
2018-08-15,[]
2018-08-16,[]
2018-08-17,[]
2018-08-20,[]
2018-08-21,[]
2018-08-22,[]
2018-08-23,[]
2018-08-24,[]
2018-08-27,[]
2018-08-28,[]
2018-08-29,[]
2018-08-30,[]
2018-08-31,[]
2018-09-04,[]
2018-09-05,[]
2018-09-06,[]
2018-09-07,[]
2018-09-10,[]
2018-09-11,[]
2018-09-12,[]
2018-09-13,[]
2018-09-14,[]
2018-09-17,[]
2018-09-18,[]
2018-09-19,[]
2018-09-20,[]
2018-09-21,[]
2018-09-24,[]
2018-09-25,[]
2018-09-26,[]
2018-09-27,[]
2018-09-28,[]
2018-10-01,[]
2018-10-02,[]
2018-10-03,[]
2018-10-04,[]
2018-10-05,[]
2018-10-08,[]
2018-10-09,[]
2018-10-10,[]
2018-10-11,[]
2018-10-12,[]
2018-10-15,[]
2018-10-16,[]
2018-10-17,[]
2018-10-18,[]
2018-10-19,[]
2018-10-22,[]
2018-10-23,[]
2018-10-24,[]
2018-10-25,[]
2018-10-26,[]
2018-10-29,[]
2018-10-30,[]
2018-10-31,[]
2018-11-01,[]
2018-11-02,"[{'id': '1bf7b3275c724f4e9400606f2ebf0ad9', 'dt': Timestamp('2018-11-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-11-02 20:00:00+0000', tz='UTC'), 'amount': -55, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2018-11-05,"[{'id': '1bf7b3275c724f4e9400606f2ebf0ad9', 'dt': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-11-02 20:00:00+0000', tz='UTC'), 'amount': -55, 'filled': -55, 'commission': 0.165, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'dad6562c56f44dc0ac8fb7998e19e08d', 'dt': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'amount': 11, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
